Latitude,Longitude,BusSpeed
40.77698667,-73.98728333,18
40.77661,-73.98765,14
40.776128,-73.987788,16
40.775646,-73.987926,14
40.775164,-73.988064,8
40.7742,-73.98834,17
40.77390667,-73.98887,15
40.77332,-73.98993,19
40.7728,-73.9901875,2
40.77228,-73.990445,28.25
40.77124,-73.99096,26
40.7707325,-73.99063,16
40.770225,-73.9903,13
40.76921,-73.98964,19
40.7732025,-73.9854075,21
40.777195,-73.981175,11
40.78518,-73.97271,24
40.774158,-73.980224,9
40.763136,-73.987738,8
40.752114,-73.995252,9
40.73007,-74.01028,32
40.7391825,-74.0034025,2
40.748295,-73.996525,12
40.76652,-73.98277,14
40.7662775,-73.9821925,19
40.766035,-73.981615,19
40.76555,-73.98046,9
40.765251,-73.9798142,21
40.764952,-73.9791684,3
40.764653,-73.9785226,24
40.764055,-73.977231,7
40.763846,-73.9766808,15
40.763637,-73.9761306,30
40.763428,-73.9755804,22
40.76301,-73.97448,25
40.7550425,-73.9792225,23
40.747075,-73.983965,10
40.73114,-73.99345,27
40.73703,-73.988508,6
40.74292,-73.983566,25
40.74881,-73.978624,12
40.76059,-73.96874,12
40.760466,-73.968446,11
40.760342,-73.968152,13
40.760218,-73.967858,0
40.75997,-73.96727,4
40.755165,-73.97163333,6
40.75036,-73.97599667,5
40.745555,-73.98036,22
40.74075,-73.98472333,8
40.73114,-73.99345,0
40.74034,-73.98309667,18
40.75874,-73.96239,5
40.76274333,-73.96145,22
40.76674667,-73.96051,9
40.77075,-73.95957,21
40.77475333,-73.95863,0
40.78276,-73.95675,5
40.77314167,-73.96215833,3
40.76352333,-73.96756667,25
40.753905,-73.972975,30
40.74428667,-73.97838333,6
40.70884,-74.01456,16
40.722994,-74.008666,23
40.737148,-74.002772,0
40.751302,-73.996878,3
40.77961,-73.98509,24
40.77929833,-73.98533333,5
40.77898667,-73.98557667,21
40.778675,-73.98582,2
40.77836333,-73.98606333,11
40.77774,-73.98655,7
40.7774575,-73.986825,10
40.777175,-73.9871,8
40.77661,-73.98765,4
40.776128,-73.987788,13
40.775646,-73.987926,5
40.775164,-73.988064,15
40.7742,-73.98834,19
40.77390667,-73.98887,1
40.77332,-73.98993,18
40.7728,-73.9901875,21
40.77228,-73.990445,3
40.77124,-73.99096,10
40.7707325,-73.99063,9
40.770225,-73.9903,20
40.76921,-73.98964,28.75
40.77453333,-73.98399667,22
40.78518,-73.97271,20
40.76681,-73.98523333,23
40.73007,-74.01028,5
40.74222,-74.00111,35
40.76652,-73.98277,20
40.766326,-73.982308,18
40.766132,-73.981846,11
40.765938,-73.981384,22
40.76555,-73.98046,23
40.765251,-73.9798142,13
40.764952,-73.9791684,0
40.764653,-73.9785226,2
40.764055,-73.977231,28
40.763846,-73.9766808,3
40.763637,-73.9761306,5
40.763428,-73.9755804,15
40.76301,-73.97448,2
40.756636,-73.978274,3
40.750262,-73.982068,20
40.743888,-73.985862,8
40.73114,-73.99345,2
40.7385025,-73.9872725,22
40.745865,-73.981095,8
40.76059,-73.96874,16
40.760466,-73.968446,8
40.760342,-73.968152,11
40.760218,-73.967858,1
40.75997,-73.96727,25
40.75036,-73.97599667,14
40.73114,-73.99345,1
40.73574,-73.98827333,13
40.74034,-73.98309667,22
40.74494,-73.97792,17
40.74954,-73.97274333,15
40.75874,-73.96239,26
40.76674667,-73.96051,17
40.78276,-73.95675,20
40.77314167,-73.96215833,24
40.76352333,-73.96756667,18
40.753905,-73.972975,8
40.74428667,-73.97838333,22
40.70884,-74.01456,19
40.722994,-74.008666,17
40.737148,-74.002772,6
40.751302,-73.996878,19
40.77961,-73.98509,10
40.7791425,-73.985455,24
40.778675,-73.98582,7
40.77774,-73.98655,17
40.77755167,-73.98673333,19
40.77736333,-73.98691667,18
40.777175,-73.9871,5
40.77698667,-73.98728333,15
40.77661,-73.98765,16
40.776128,-73.987788,30.5
40.775646,-73.987926,4
40.775164,-73.988064,22
40.7742,-73.98834,7
40.77405333,-73.988605,19
40.77390667,-73.98887,10
40.77376,-73.989135,20
40.77361333,-73.9894,19
40.77332,-73.98993,12
40.77262667,-73.99027333,1
40.77124,-73.99096,13
40.770834,-73.990696,0
40.770428,-73.990432,16
40.770022,-73.990168,18
40.76921,-73.98964,28.5
40.772404,-73.986254,10
40.775598,-73.982868,12
40.778792,-73.979482,25
40.78518,-73.97271,3
40.775995,-73.97897167,14
40.76681,-73.98523333,19
40.757625,-73.991495,23
40.74844,-73.99775667,7
40.73007,-74.01028,23
40.74222,-74.00111,31
40.76652,-73.98277,23
40.76635833,-73.982385,18
40.76619667,-73.982,22
40.766035,-73.981615,13
40.76587333,-73.98123,16
40.76555,-73.98046,25
40.765251,-73.9798142,13
40.764952,-73.9791684,3
40.764653,-73.9785226,4
40.764055,-73.977231,6
40.763846,-73.9766808,11
40.763637,-73.9761306,18
40.763428,-73.9755804,2
40.76301,-73.97448,11
40.7550425,-73.9792225,5
40.747075,-73.983965,7
40.73114,-73.99345,20
40.73703,-73.988508,4
40.74292,-73.983566,12
40.74881,-73.978624,7
40.76059,-73.96874,4
40.760435,-73.9683725,2
40.76028,-73.968005,17
40.75997,-73.96727,18
40.7527625,-73.973815,18
40.745555,-73.98036,0
40.73114,-73.99345,14
40.73804,-73.985685,24
40.74494,-73.97792,1
40.75874,-73.96239,14
40.764745,-73.96098,0
40.77075,-73.95957,10
40.78276,-73.95675,21
40.77314167,-73.96215833,13
40.76352333,-73.96756667,3
40.753905,-73.972975,24
40.74428667,-73.97838333,22
40.70884,-74.01456,4
40.73243,-74.00473667,23
40.77961,-73.98509,24
40.7791425,-73.985455,27
40.778675,-73.98582,24
40.77774,-73.98655,24
40.7774575,-73.986825,1
40.777175,-73.9871,20
40.77661,-73.98765,20
40.776128,-73.987788,15
40.775646,-73.987926,1
40.775164,-73.988064,13
40.7742,-73.98834,21
40.77405333,-73.988605,7
40.77390667,-73.98887,15
40.77376,-73.989135,25
40.77361333,-73.9894,21
40.77332,-73.98993,5
40.772904,-73.990136,14
40.772488,-73.990342,3
40.772072,-73.990548,1
40.77124,-73.99096,8
40.77090167,-73.99074,5
40.77056333,-73.99052,23
40.770225,-73.9903,12
40.76988667,-73.99008,29
40.76921,-73.98964,30
40.77453333,-73.98399667,10
40.78518,-73.97271,16
40.76681,-73.98523333,10
40.73007,-74.01028,14
40.74222,-74.00111,0
40.76652,-73.98277,5
40.766326,-73.982308,31.25
40.766132,-73.981846,11
40.765938,-73.981384,12
40.76555,-73.98046,16
40.76505167,-73.97938367,16
40.764055,-73.977231,23
40.76388083,-73.9767725,21
40.76370667,-73.976314,9
40.7635325,-73.9758555,19
40.76335833,-73.975397,21
40.76301,-73.97448,5
40.75769833,-73.97764167,6
40.75238667,-73.98080333,6
40.747075,-73.983965,20
40.74176333,-73.98712667,9
40.73114,-73.99345,21
40.7385025,-73.9872725,0
40.745865,-73.981095,1
40.76059,-73.96874,14
40.760435,-73.9683725,9
40.76028,-73.968005,29.5
40.75997,-73.96727,16
40.75036,-73.97599667,23
40.73114,-73.99345,8
40.73666,-73.987238,17
40.74218,-73.981026,2
40.7477,-73.974814,16
40.75874,-73.96239,13
40.763544,-73.961262,13
40.768348,-73.960134,30
40.773152,-73.959006,13
40.78276,-73.95675,15
40.76352333,-73.96756667,10
40.70884,-74.01456,7
40.720635,-74.00964833,8
40.73243,-74.00473667,24
40.744225,-73.999825,9
40.75602,-73.99491333,14
40.77961,-73.98509,7
40.77929833,-73.98533333,25
40.77898667,-73.98557667,4
40.778675,-73.98582,14
40.77836333,-73.98606333,13
40.77774,-73.98655,23
40.77736333,-73.98691667,13
40.77661,-73.98765,25
40.77580667,-73.98788,5
40.7742,-73.98834,16
40.77398,-73.9887375,10
40.77376,-73.989135,28
40.77332,-73.98993,1
40.77297333,-73.99010167,24
40.77262667,-73.99027333,7
40.77228,-73.990445,12
40.77193333,-73.99061667,7
40.77124,-73.99096,20
40.77056333,-73.99052,20
40.76921,-73.98964,4
40.7732025,-73.9854075,21
40.777195,-73.981175,20
40.78518,-73.97271,2
40.76681,-73.98523333,16
40.73007,-74.01028,3
40.736145,-74.005695,29
40.74222,-74.00111,18
40.748295,-73.996525,11
40.75437,-73.99194,34
40.76652,-73.98277,19
40.76619667,-73.982,6
40.76555,-73.98046,19
40.765251,-73.9798142,17
40.764952,-73.9791684,18
40.764653,-73.9785226,22
40.764055,-73.977231,17
40.76379375,-73.97654325,10
40.7635325,-73.9758555,10
40.76301,-73.97448,11
40.7550425,-73.9792225,8
40.747075,-73.983965,13
40.73114,-73.99345,0
40.73604833,-73.98933167,8
40.74095667,-73.98521333,1
40.745865,-73.981095,24
40.75077333,-73.97697667,29
40.76059,-73.96874,19
40.76038333,-73.96825,17
40.75997,-73.96727,30.5
40.75036,-73.97599667,14
40.73114,-73.99345,22
40.73804,-73.985685,11
40.74494,-73.97792,19
40.75874,-73.96239,21
40.76274333,-73.96145,20
40.76674667,-73.96051,10
40.77075,-73.95957,10
40.77475333,-73.95863,13
40.78276,-73.95675,29.75
40.7683325,-73.9648625,2
40.753905,-73.972975,0
40.70884,-74.01456,18
40.7265325,-74.0071925,22
40.744225,-73.999825,1
40.77961,-73.98509,14
40.7791425,-73.985455,8
40.778675,-73.98582,23
40.77774,-73.98655,16
40.777514,-73.98677,25
40.777288,-73.98699,20
40.777062,-73.98721,20
40.77661,-73.98765,24
40.776128,-73.987788,19
40.775646,-73.987926,9
40.775164,-73.988064,24
40.7742,-73.98834,21
40.77398,-73.9887375,24
40.77376,-73.989135,11
40.77332,-73.98993,2
40.772904,-73.990136,7
40.772488,-73.990342,20
40.772072,-73.990548,23
40.77124,-73.99096,21
40.770834,-73.990696,9
40.770428,-73.990432,0
40.770022,-73.990168,9
40.76921,-73.98964,22
40.772404,-73.986254,2
40.775598,-73.982868,15
40.778792,-73.979482,18
40.78518,-73.97271,10
40.76681,-73.98523333,13
40.73007,-74.01028,14
40.7391825,-74.0034025,18
40.748295,-73.996525,5
40.76652,-73.98277,1
40.7662775,-73.9821925,8
40.766035,-73.981615,6
40.76555,-73.98046,6
40.765251,-73.9798142,14
40.764952,-73.9791684,8
40.764653,-73.9785226,14
40.764055,-73.977231,17
40.763846,-73.9766808,19
40.763637,-73.9761306,11
40.763428,-73.9755804,2
40.76301,-73.97448,3
40.7550425,-73.9792225,2
40.747075,-73.983965,16
40.73114,-73.99345,25
40.74095667,-73.98521333,24
40.76059,-73.96874,9
40.760435,-73.9683725,21
40.76028,-73.968005,24
40.75997,-73.96727,19
40.75036,-73.97599667,13
40.73114,-73.99345,12
40.73804,-73.985685,14
40.74494,-73.97792,2
40.75874,-73.96239,24
40.76674667,-73.96051,1
40.78276,-73.95675,21
40.77314167,-73.96215833,10
40.76352333,-73.96756667,13
40.753905,-73.972975,5
40.74428667,-73.97838333,10
40.70884,-74.01456,12
40.7265325,-74.0071925,26
40.744225,-73.999825,29.75
40.77961,-73.98509,0
40.7791425,-73.985455,14
40.778675,-73.98582,23
40.77774,-73.98655,13
40.77736333,-73.98691667,11
40.77661,-73.98765,3
40.77580667,-73.98788,13
40.7742,-73.98834,10
40.77405333,-73.988605,25
40.77390667,-73.98887,2
40.77376,-73.989135,22
40.77361333,-73.9894,25
40.77332,-73.98993,12
40.77297333,-73.99010167,5
40.77262667,-73.99027333,6
40.77228,-73.990445,23
40.77193333,-73.99061667,22
40.77124,-73.99096,14
40.77090167,-73.99074,3
40.77056333,-73.99052,5
40.770225,-73.9903,7
40.76988667,-73.99008,7
40.76921,-73.98964,22
40.772404,-73.986254,5
40.775598,-73.982868,27.75
40.778792,-73.979482,18
40.78518,-73.97271,8
40.76681,-73.98523333,21
40.73007,-74.01028,14
40.74222,-74.00111,0
40.76652,-73.98277,8
40.7662775,-73.9821925,6
40.766035,-73.981615,30.75
40.76555,-73.98046,0
40.76530083,-73.97992183,13
40.76505167,-73.97938367,15
40.7648025,-73.9788455,13
40.76455333,-73.97830733,25
40.764055,-73.977231,22
40.76388083,-73.9767725,3
40.76370667,-73.976314,5
40.7635325,-73.9758555,11
40.76335833,-73.975397,2
40.76301,-73.97448,19
40.7550425,-73.9792225,14
40.747075,-73.983965,7
40.73114,-73.99345,13
40.73604833,-73.98933167,29.75
40.74095667,-73.98521333,13
40.745865,-73.981095,1
40.75077333,-73.97697667,22
40.76059,-73.96874,9
40.760435,-73.9683725,16
40.76028,-73.968005,19
40.75997,-73.96727,16
40.7527625,-73.973815,19
40.745555,-73.98036,4
40.73114,-73.99345,10
40.73666,-73.987238,12
40.74218,-73.981026,3
40.7477,-73.974814,6
40.75874,-73.96239,25
40.763544,-73.961262,1
40.768348,-73.960134,14
40.773152,-73.959006,8
40.78276,-73.95675,4
40.771218,-73.96324,2
40.759676,-73.96973,3
40.748134,-73.97622,28.75
40.70884,-74.01456,0
40.7265325,-74.0071925,29
40.744225,-73.999825,17
40.77961,-73.98509,11
40.779236,-73.985382,11
40.778862,-73.985674,28.25
40.778488,-73.985966,20
40.77774,-73.98655,3
40.7774575,-73.986825,16
40.777175,-73.9871,6
40.77661,-73.98765,6
40.77620833,-73.987765,7
40.77580667,-73.98788,9
40.775405,-73.987995,23
40.77500333,-73.98811,8
40.7742,-73.98834,9
40.774024,-73.988658,5
40.773848,-73.988976,11
40.773672,-73.989294,23
40.77332,-73.98993,25
40.7728,-73.9901875,21
40.77228,-73.990445,14
40.77124,-73.99096,7
40.77090167,-73.99074,9
40.77056333,-73.99052,23
40.770225,-73.9903,14
40.76988667,-73.99008,1
40.76921,-73.98964,9
40.77187167,-73.98681833,4
40.77453333,-73.98399667,14
40.777195,-73.981175,9
40.77985667,-73.97835333,7
40.78518,-73.97271,24
40.76681,-73.98523333,21
40.73007,-74.01028,10
40.7391825,-74.0034025,10
40.748295,-73.996525,23
40.76652,-73.98277,20
40.76619667,-73.982,16
40.76555,-73.98046,16
40.76530083,-73.97992183,3
40.76505167,-73.97938367,15
40.7648025,-73.9788455,4
40.76455333,-73.97830733,4
40.764055,-73.977231,9
40.76370667,-73.976314,2
40.76301,-73.97448,9
40.75769833,-73.97764167,16
40.75238667,-73.98080333,14
40.747075,-73.983965,4
40.74176333,-73.98712667,25
40.73114,-73.99345,7
40.73604833,-73.98933167,19
40.74095667,-73.98521333,14
40.745865,-73.981095,18
40.75077333,-73.97697667,21
40.76059,-73.96874,20
40.76048667,-73.968495,0
40.76038333,-73.96825,8
40.76028,-73.968005,17
40.76017667,-73.96776,19
40.75997,-73.96727,18
40.7527625,-73.973815,10
40.745555,-73.98036,23
40.73114,-73.99345,21
40.73804,-73.985685,18
40.74494,-73.97792,17
40.75874,-73.96239,23
40.763544,-73.961262,19
40.768348,-73.960134,20
40.773152,-73.959006,18
40.78276,-73.95675,19
40.771218,-73.96324,0
40.759676,-73.96973,16
40.748134,-73.97622,4
40.70884,-74.01456,25
40.722994,-74.008666,9
40.737148,-74.002772,2
40.751302,-73.996878,25
40.77961,-73.98509,7
40.77898667,-73.98557667,14
40.77774,-73.98655,23
40.777514,-73.98677,30.25
40.777288,-73.98699,16
40.777062,-73.98721,3
40.77661,-73.98765,8
40.77580667,-73.98788,9
40.7742,-73.98834,2
40.77390667,-73.98887,18
40.77332,-73.98993,22
40.772904,-73.990136,22
40.772488,-73.990342,7
40.772072,-73.990548,2
40.77124,-73.99096,2
40.77090167,-73.99074,29.5
40.77056333,-73.99052,1
40.770225,-73.9903,29.25
40.76988667,-73.99008,24
40.76921,-73.98964,21
40.7732025,-73.9854075,17
40.777195,-73.981175,17
40.78518,-73.97271,11
40.774158,-73.980224,19
40.763136,-73.987738,30.75
40.752114,-73.995252,24
40.73007,-74.01028,25
40.73736,-74.004778,34
40.74465,-73.999276,13
40.75194,-73.993774,0
40.76652,-73.98277,23
40.76619667,-73.982,0
40.76555,-73.98046,0
40.765251,-73.9798142,21
40.764952,-73.9791684,27.75
40.764653,-73.9785226,5
40.764055,-73.977231,13
40.763846,-73.9766808,8
40.763637,-73.9761306,12
40.763428,-73.9755804,9
40.76301,-73.97448,0
40.756636,-73.978274,29.5
40.750262,-73.982068,22
40.743888,-73.985862,23
40.73114,-73.99345,13
40.73703,-73.988508,8
40.74292,-73.983566,18
40.74881,-73.978624,24
40.76059,-73.96874,10
40.76048667,-73.968495,1
40.76038333,-73.96825,4
40.76028,-73.968005,7
40.76017667,-73.96776,5
40.75997,-73.96727,9
40.75036,-73.97599667,18
40.73114,-73.99345,15
40.74034,-73.98309667,8
40.75874,-73.96239,30.25
40.763544,-73.961262,30.75
40.768348,-73.960134,21
40.773152,-73.959006,1
40.78276,-73.95675,6
40.771218,-73.96324,23
40.759676,-73.96973,0
40.748134,-73.97622,4
40.70884,-74.01456,4
40.73243,-74.00473667,26
40.77961,-73.98509,15
40.77929833,-73.98533333,31
40.77898667,-73.98557667,23
40.778675,-73.98582,23
40.77836333,-73.98606333,23
40.77774,-73.98655,24
40.7774575,-73.986825,25
40.777175,-73.9871,9
40.77661,-73.98765,9
40.776128,-73.987788,21
40.775646,-73.987926,24
40.775164,-73.988064,6
40.7742,-73.98834,7
40.77390667,-73.98887,8
40.77332,-73.98993,0
40.7728,-73.9901875,17
40.77228,-73.990445,16
40.77124,-73.99096,3
40.770834,-73.990696,20
40.770428,-73.990432,29
40.770022,-73.990168,2
40.76921,-73.98964,18
40.77453333,-73.98399667,14
40.78518,-73.97271,17
40.7714025,-73.9821025,21
40.757625,-73.991495,21
40.73007,-74.01028,3
40.736145,-74.005695,0
40.74222,-74.00111,17
40.748295,-73.996525,3
40.75437,-73.99194,33
40.76652,-73.98277,23
40.76635833,-73.982385,4
40.76619667,-73.982,22
40.766035,-73.981615,2
40.76587333,-73.98123,5
40.76555,-73.98046,26
40.76530083,-73.97992183,22
40.76505167,-73.97938367,13
40.7648025,-73.9788455,24
40.76455333,-73.97830733,2
40.764055,-73.977231,4
40.76388083,-73.9767725,16
40.76370667,-73.976314,0
40.7635325,-73.9758555,10
40.76335833,-73.975397,23
40.76301,-73.97448,3
40.75769833,-73.97764167,8
40.75238667,-73.98080333,17
40.747075,-73.983965,30.25
40.74176333,-73.98712667,1
40.73114,-73.99345,8
40.74095667,-73.98521333,14
40.76059,-73.96874,11
40.76038333,-73.96825,1
40.75997,-73.96727,17
40.75036,-73.97599667,0
40.73114,-73.99345,5
40.74034,-73.98309667,11
40.75874,-73.96239,12
40.76274333,-73.96145,25
40.76674667,-73.96051,3
40.77075,-73.95957,2
40.77475333,-73.95863,16
40.78276,-73.95675,11
40.76352333,-73.96756667,10
40.70884,-74.01456,3
40.722994,-74.008666,1
40.737148,-74.002772,4
40.751302,-73.996878,12
40.77961,-73.98509,0
40.7791425,-73.985455,8
40.778675,-73.98582,24
40.77774,-73.98655,13
40.7774575,-73.986825,0
40.777175,-73.9871,18
40.77661,-73.98765,5
40.776128,-73.987788,10
40.775646,-73.987926,9
40.775164,-73.988064,7
40.7742,-73.98834,2
40.77398,-73.9887375,23
40.77376,-73.989135,8
40.77332,-73.98993,12
40.7728,-73.9901875,22
40.77228,-73.990445,12
40.77124,-73.99096,20
40.77056333,-73.99052,19
40.76921,-73.98964,24
40.772404,-73.986254,15
40.775598,-73.982868,6
40.778792,-73.979482,13
40.78518,-73.97271,12
40.7714025,-73.9821025,24
40.757625,-73.991495,23
40.73007,-74.01028,17
40.74222,-74.00111,24
40.76652,-73.98277,10
40.766326,-73.982308,18
40.766132,-73.981846,24
40.765938,-73.981384,0
40.76555,-73.98046,18
40.76505167,-73.97938367,5
40.764055,-73.977231,8
40.76388083,-73.9767725,11
40.76370667,-73.976314,11
40.7635325,-73.9758555,6
40.76335833,-73.975397,3
40.76301,-73.97448,27
40.75238667,-73.98080333,1
40.73114,-73.99345,15
40.73703,-73.988508,23
40.74292,-73.983566,22
40.74881,-73.978624,18
40.76059,-73.96874,7
40.760466,-73.968446,14
40.760342,-73.968152,12
40.760218,-73.967858,1
40.75997,-73.96727,20
40.755165,-73.97163333,20
40.75036,-73.97599667,28.25
40.745555,-73.98036,6
40.74075,-73.98472333,17
40.73114,-73.99345,21
40.73574,-73.98827333,6
40.74034,-73.98309667,25
40.74494,-73.97792,8
40.74954,-73.97274333,15
40.75874,-73.96239,5
40.76274333,-73.96145,5
40.76674667,-73.96051,12
40.77075,-73.95957,7
40.77475333,-73.95863,23
40.78276,-73.95675,23
40.771218,-73.96324,6
40.759676,-73.96973,11
40.748134,-73.97622,13
40.70884,-74.01456,18
40.720635,-74.00964833,1
40.73243,-74.00473667,19
40.744225,-73.999825,25
40.75602,-73.99491333,10
40.77961,-73.98509,9
40.77929833,-73.98533333,28.5
40.77898667,-73.98557667,27
40.778675,-73.98582,7
40.77836333,-73.98606333,6
40.77774,-73.98655,24
40.77736333,-73.98691667,5
40.77661,-73.98765,11
40.77620833,-73.987765,0
40.77580667,-73.98788,16
40.775405,-73.987995,7
40.77500333,-73.98811,16
40.7742,-73.98834,5
40.77405333,-73.988605,17
40.77390667,-73.98887,8
40.77376,-73.989135,21
40.77361333,-73.9894,24
40.77332,-73.98993,18
40.77262667,-73.99027333,16
40.77124,-73.99096,16
40.770834,-73.990696,17
40.770428,-73.990432,25
40.770022,-73.990168,5
40.76921,-73.98964,10
40.77187167,-73.98681833,18
40.77453333,-73.98399667,7
40.777195,-73.981175,5
40.77985667,-73.97835333,23
40.78518,-73.97271,16
40.774158,-73.980224,27
40.763136,-73.987738,19
40.752114,-73.995252,19
40.73007,-74.01028,0
40.7391825,-74.0034025,14
40.748295,-73.996525,25
40.76652,-73.98277,20
40.76635833,-73.982385,25
40.76619667,-73.982,8
40.766035,-73.981615,22
40.76587333,-73.98123,6
40.76555,-73.98046,14
40.76530083,-73.97992183,8
40.76505167,-73.97938367,22
40.7648025,-73.9788455,2
40.76455333,-73.97830733,22
40.764055,-73.977231,15
40.76379375,-73.97654325,9
40.7635325,-73.9758555,2
40.76301,-73.97448,7
40.756636,-73.978274,24
40.750262,-73.982068,1
40.743888,-73.985862,16
40.73114,-73.99345,9
40.73604833,-73.98933167,17
40.74095667,-73.98521333,3
40.745865,-73.981095,29.75
40.75077333,-73.97697667,0
40.76059,-73.96874,6
40.760466,-73.968446,12
40.760342,-73.968152,17
40.760218,-73.967858,13
40.75997,-73.96727,3
40.754204,-73.972506,10
40.748438,-73.977742,25
40.742672,-73.982978,25
40.73114,-73.99345,11
40.73574,-73.98827333,18
40.74034,-73.98309667,19
40.74494,-73.97792,9
40.74954,-73.97274333,11
40.75874,-73.96239,24
40.764745,-73.96098,25
40.77075,-73.95957,22
40.78276,-73.95675,7
40.771218,-73.96324,9
40.759676,-73.96973,18
40.748134,-73.97622,24
40.70884,-74.01456,11
40.7265325,-74.0071925,31
40.744225,-73.999825,21
40.77961,-73.98509,18
40.77898667,-73.98557667,9
40.77774,-73.98655,20
40.77755167,-73.98673333,5
40.77736333,-73.98691667,8
40.777175,-73.9871,13
40.77698667,-73.98728333,2
40.77661,-73.98765,0
40.77580667,-73.98788,17
40.7742,-73.98834,19
40.77390667,-73.98887,21
40.77332,-73.98993,3
40.772904,-73.990136,11
40.772488,-73.990342,9
40.772072,-73.990548,1
40.77124,-73.99096,13
40.77056333,-73.99052,2
40.76921,-73.98964,16
40.772404,-73.986254,20
40.775598,-73.982868,5
40.778792,-73.979482,9
40.78518,-73.97271,24
40.7714025,-73.9821025,19
40.757625,-73.991495,5
40.73007,-74.01028,8
40.7391825,-74.0034025,29
40.748295,-73.996525,42
40.76652,-73.98277,23
40.7662775,-73.9821925,23
40.766035,-73.981615,13
40.76555,-73.98046,16
40.76505167,-73.97938367,22
40.764055,-73.977231,2
40.76379375,-73.97654325,18
40.7635325,-73.9758555,10
40.76301,-73.97448,21
40.75238667,-73.98080333,24
40.73114,-73.99345,12
40.74095667,-73.98521333,16
40.76059,-73.96874,13
40.76048667,-73.968495,15
40.76038333,-73.96825,9
40.76028,-73.968005,24
40.76017667,-73.96776,22
40.75997,-73.96727,6
40.7527625,-73.973815,24
40.745555,-73.98036,17
40.73114,-73.99345,1
40.73666,-73.987238,14
40.74218,-73.981026,17
40.7477,-73.974814,20
40.75874,-73.96239,11
40.763544,-73.961262,0
40.768348,-73.960134,23
40.773152,-73.959006,20
40.78276,-73.95675,19
40.76352333,-73.96756667,10
40.70884,-74.01456,10
40.722994,-74.008666,21
40.737148,-74.002772,25
40.751302,-73.996878,20
40.77961,-73.98509,24
40.77898667,-73.98557667,22
40.77774,-73.98655,15
40.77755167,-73.98673333,14
40.77736333,-73.98691667,16
40.777175,-73.9871,27.75
40.77698667,-73.98728333,0
40.77661,-73.98765,8
40.77620833,-73.987765,14
40.77580667,-73.98788,6
40.775405,-73.987995,15
40.77500333,-73.98811,0
40.7742,-73.98834,19
40.77398,-73.9887375,20
40.77376,-73.989135,9
40.77332,-73.98993,2
40.77297333,-73.99010167,25
40.77262667,-73.99027333,8
40.77228,-73.990445,30.25
40.77193333,-73.99061667,25
40.77124,-73.99096,18
40.77090167,-73.99074,30
40.77056333,-73.99052,20
40.770225,-73.9903,15
40.76988667,-73.99008,19
40.76921,-73.98964,29.75
40.77453333,-73.98399667,22
40.78518,-73.97271,19
40.76681,-73.98523333,9
40.73007,-74.01028,30
40.74222,-74.00111,11
40.76652,-73.98277,23
40.76635833,-73.982385,23
40.76619667,-73.982,17
40.766035,-73.981615,9
40.76587333,-73.98123,24
40.76555,-73.98046,19
40.76530083,-73.97992183,8
40.76505167,-73.97938367,23
40.7648025,-73.9788455,25
40.76455333,-73.97830733,0
40.764055,-73.977231,24
40.763846,-73.9766808,17
40.763637,-73.9761306,8
40.763428,-73.9755804,23
40.76301,-73.97448,11
40.7550425,-73.9792225,6
40.747075,-73.983965,25
40.73114,-73.99345,13
40.74095667,-73.98521333,25
40.76059,-73.96874,8
40.760466,-73.968446,12
40.760342,-73.968152,15
40.760218,-73.967858,13
40.75997,-73.96727,14
40.75036,-73.97599667,16
40.73114,-73.99345,8
40.73574,-73.98827333,2
40.74034,-73.98309667,19
40.74494,-73.97792,10
40.74954,-73.97274333,24
40.75874,-73.96239,18
40.763544,-73.961262,25
40.768348,-73.960134,10
40.773152,-73.959006,21
40.78276,-73.95675,21
40.76352333,-73.96756667,8
40.70884,-74.01456,22
40.73243,-74.00473667,29.25
40.77961,-73.98509,27.75
40.77929833,-73.98533333,17
40.77898667,-73.98557667,2
40.778675,-73.98582,12
40.77836333,-73.98606333,10
40.77774,-73.98655,23
40.7774575,-73.986825,19
40.777175,-73.9871,18
40.77661,-73.98765,21
40.77580667,-73.98788,2
40.7742,-73.98834,3
40.77390667,-73.98887,5
40.77332,-73.98993,1
40.772904,-73.990136,29.75
40.772488,-73.990342,0
40.772072,-73.990548,16
40.77124,-73.99096,23
40.770834,-73.990696,25
40.770428,-73.990432,15
40.770022,-73.990168,29.75
40.76921,-73.98964,8
40.77453333,-73.98399667,9
40.78518,-73.97271,28.5
40.7714025,-73.9821025,22
40.757625,-73.991495,0
40.73007,-74.01028,28
40.74222,-74.00111,41.3
40.76652,-73.98277,11
40.76619667,-73.982,25
40.76555,-73.98046,12
40.76505167,-73.97938367,8
40.764055,-73.977231,13
40.76370667,-73.976314,3
40.76301,-73.97448,6
40.75238667,-73.98080333,5
40.73114,-73.99345,23
40.73604833,-73.98933167,21
40.74095667,-73.98521333,9
40.745865,-73.981095,19
40.75077333,-73.97697667,4
40.76059,-73.96874,21
40.76038333,-73.96825,5
40.75997,-73.96727,4
40.75036,-73.97599667,23
40.73114,-73.99345,11
40.73574,-73.98827333,22
40.74034,-73.98309667,16
40.74494,-73.97792,23
40.74954,-73.97274333,6
40.75874,-73.96239,5
40.76274333,-73.96145,21
40.76674667,-73.96051,23
40.77075,-73.95957,25
40.77475333,-73.95863,21
40.78276,-73.95675,9
40.7683325,-73.9648625,23
